sampleid	Cluster	Description
K08348	3	K08348: formate dehydrogenase-N alpha subunit
K08349	3	K08349: formate dehydrogenase-N beta subunit
K03455	3	K03455: monovalent cation:H+ antiporter-2 CPA2 family
K01635	3	K01635: tagatose 16-diphosphate aldolase
K03679	3	K03679: exosome complex component RRP4
K03186	3	K03186: 3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiX
K03182	3	K03182: 3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiD
K06910	3	K06910
K05934	3	K05934: precorrin-3B C17-methyltransferase
K00371	3	K00371: nitrate reductase 1 beta subunit
K00370	3	K00370: nitrate reductase 1 alpha subunit
K09162	3	K09162: hypothetical protein
K02445	3	K02445: MFS transporter OPA family glycerol-3-phosphate transporter
K02118	3	K02118: V-type H+-transporting ATPase subunit B
K03242	3	K03242: translation initiation factor eIF-2 gamma subunit
K03243	3	K03243: translation initiation factor IF-2 unclassified subunit
K13659	3	K13659
K00745	3	K00745: raffinose-raffinose alpha-galactotransferase
K08321	3	K08321: putative autoinducer-2 (AI-2) aldolase
K02877	3	K02877: large subunit ribosomal protein L15e
K03476	3	K03476: L-ascorbate 6-phosphate lactonase
K02304	3	K02304: precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase
K03653	3	K03653: N-glycosylase/DNA lyase
K07083	3	K07083
K07081	3	K07081
K05831	3	K05831: acetyl-lysine deacetylase
K05830	3	K05830: acetylornithine/acetyl-lysine aminotransferase
K02683	3	K02683: DNA primase
K00827	3	K00827: alanine--glyoxylate transaminase
K01486	3	K01486: adenine deaminase
K13280	3	K13280
K13283	3	K13283
K13282	3	K13282
K03229	3	K03229: type III secretion protein SctU
K03222	3	K03222: type III secretion protein SctJ
K09482	3	K09482: glutamyl-tRNA(Gln) amidotransferase subunit D
K08681	3	K08681: glutamine amidotransferase
K07143	3	K07143
K07142	3	K07142
K01819	3	K01819: galactose-6-phosphate isomerase
K02896	3	K02896: large subunit ribosomal protein L24e
K06953	3	K06953
K06951	3	K06951
K10815	3	K10815: hydrogen cyanide synthase HcnB
K09128	3	K09128: hypothetical protein
K09123	3	K09123: hypothetical protein
K09122	3	K09122: hypothetical protein
K09120	3	K09120: hypothetical protein
K01896	3	K01896: medium-chain acyl-CoA synthetase
K01312	3	K01312: trypsin
K00801	3	K00801: farnesyl-diphosphate farnesyltransferase
K13042	3	K13042
K09469	3	K09469: 2-aminoethylphosphonate-pyruvate transaminase
K07124	3	K07124
K03433	3	K03433: proteasome beta subunit
K03432	3	K03432: proteasome alpha subunit
K03698	3	K03698: CMP-binding protein
K07339	3	K07339: hypothetical protein
K07337	3	K07337: hypothetical protein
K09692	3	K09692: teichoic acid transport system permease protein
K05999	3	K05999: xanthomonalisin
K05994	3	K05994: bacterial leucyl aminopeptidase
K00319	3	K00319: methylenetetrahydromethanopterin dehydrogenase
K03146	3	K03146: thiamine biosynthetic enzyme
K00869	3	K00869: mevalonate kinase
K09722	3	K09722: hypothetical protein
K07109	3	K07109
K07108	3	K07108
K01851	3	K01851: salicylate biosynthesis isochorismate synthase
K03014	3	K03014: DNA-directed RNA Polymerase II subunit F
K06198	3	K06198: competence protein CoiA
K11105	3	K11105: cell volume regulation protein A
K00663	3	K00663: aminoglycoside N6'-acetyltransferase
K00662	3	K00662: aminoglycoside N3'-acetyltransferase
K10852	3	K10852: isopenicillin-N N-acyltransferase
K06990	3	K06990
K00596	3	K00596: 22-dialkylglycine decarboxylase (pyruvate)
K02995	3	K02995: small subunit ribosomal protein S8e
K02626	3	K02626: arginine decarboxylase
K08977	3	K08977: putative membrane protein
K02191	3	K02191: precorrin-8W decarboxylase
K03718	3	K03718: Lrp/AsnC family transcriptional regulator regulator for asnA asnC
K13993	3	K13993
K06875	3	K06875
K07477	3	K07477: translin
K02381	3	K02381: FdrA protein
K13525	3	K13525
K03385	3	K03385: formate-dependent nitrite reductase periplasmic cytochrome c552
K00601	3	K00601: phosphoribosylglycinamide formyltransferase
K07732	3	K07732: riboflavin kinase archaea type
K07739	3	K07739: elongator complex protein 3
K02979	3	K02979: small subunit ribosomal protein S28e
K02978	3	K02978: small subunit ribosomal protein S27e
K02975	3	K02975: small subunit ribosomal protein S25e
K02977	3	K02977: small subunit ribosomal protein S27Ae
K08154	3	K08154: MFS transporter DHA1 family 2-module integral membrane pump EmrD
K14090	3	K14090
K04719	3	K04719: cob(II)yrinic acid ac-diamide reductase
K03059	3	K03059: DNA-directed RNA polymerase subunit P
K13812	3	K13812
K03051	3	K03051: DNA-directed RNA polymerase subunit F
K03053	3	K03053: DNA-directed RNA polymerase subunit H
K03055	3	K03055: DNA-directed RNA polymerase subunit K
K03057	3	K03057: DNA-directed RNA polymerase subunit M
K03056	3	K03056: DNA-directed RNA polymerase subunit L
K00621	3	K00621: glucosamine-phosphate N-acetyltransferase
K07281	3	K07281
K07539	3	K07539: 6-oxo-cyclohex-1-ene-carbonyl-CoA hydrolase
K07442	3	K07442: tRNA (adenine-N1-)-methyltransferase
K00313	3	K00313: electron transfer flavoprotein-quinone oxidoreductase
K00885	3	K00885: N-acylmannosamine kinase
K03535	3	K03535: MFS transporter ACS family glucarate transporter
K11089	3	K11089: 60 kDa SS-A/Ro ribonucleoprotein
K08776	3	K08776: puromycin-sensitive aminopeptidase
K00169	3	K00169: pyruvate ferredoxin oxidoreductase alpha subunit
K01568	3	K01568: pyruvate decarboxylase
K10747	3	K10747: DNA ligase 1
K07777	3	K07777: two-component system NarL family sensor histidine kinase DegS
K07778	3	K07778: two-component system NarL family sensor histidine kinase DesK
K02930	3	K02930: large subunit ribosomal protein L4e
K02936	3	K02936: large subunit ribosomal protein L7Ae
K01001	3	K01001: UDP-N-acetylglucosamine--dolichyl-phosphate
K02201	3	K02201: pantetheine-phosphate adenylyltransferase
K09804	3	K09804: hypothetical protein
K04069	3	K04069: pyruvate formate lyase activating enzyme
K14581	3	K14581
K05555	3	K05555: cyclase
K11638	3	K11638: two-component system CitB family response regulator CitT
K07572	3	K07572: putative nucleotide binding protein
K07573	3	K07573: exosome complex component CSL4
K07575	3	K07575: PUA domain protein
K11184	3	K11184: catabolite repression HPr-like protein
K02912	3	K02912: large subunit ribosomal protein L32e
K14465	3	K14465
K12534	3	K12534: membrane fusion protein RsaE
K03136	3	K03136: transcription initiation factor TFIIE alpha subunit
K10977	3	K10977: trans-homoaconitate synthase
K10024	3	K10024: arginine/ornithine transport system permease protein
K05798	3	K05798: LysR family transcriptional regulator transcriptional activator for
K03301	3	K03301: ATP:ADP antiporter AAA family
K03302	3	K03302: anaerobic C4-dicarboxylate transporter Dcu family
K06174	3	K06174: ATP-binding cassette sub-family E member 1
K06176	3	K06176: tRNA pseudouridine synthase D
K07558	3	K07558: tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.25
K07227	3	K07227: hypothetical protein
K07453	3	K07453: putative restriction endonuclease
K07457	3	K07457: endonuclease III related protein
K07104	3	K07104
K00245	3	K00245: fumarate reductase iron-sulfur protein
K02530	3	K02530: DeoR family transcriptional regulator lactose phosphotransferase
K13421	3	K13421
K10956	3	K10956: protein transport protein SEC61 subunit alpha
K11392	3	K11392: ribosomal RNA small subunit methyltransferase F
K07055	3	K07055
K07059	3	K07059
K04799	3	K04799: flap endonuclease-1
K04798	3	K04798: prefoldin beta subunit
K04797	3	K04797: prefoldin alpha subunit
K04796	3	K04796: small nuclear ribonucleoprotein
K04795	3	K04795: fibrillarin-like pre-rRNA processing protein
K04794	3	K04794: peptidyl-tRNA hydrolase PTH2 family
K04802	3	K04802: proliferating cell nuclear antigen
K04801	3	K04801: replication factor C small subunit
K04800	3	K04800: replication factor C large subunit
K11948	3	K11948: 1-hydroxy-2-naphthoate dioxygenase
K10726	3	K10726: replicative DNA helicase Mcm
K10725	3	K10725: archaeal cell division control protein 6
K02983	3	K02983: small subunit ribosomal protein S30e
K07697	3	K07697: two-component system sporulation family sensor sporulation kinase
K07075	3	K07075
K04479	3	K04479: DNA polymerase IV (archaeal DinB-like DNA polymerase)
K07480	3	K07480: insertion element IS1 protein InsB
K07489	3	K07489: transposase
K11212	3	K11212: LPPG:FO 2-phospho-L-lactate transferase
K00288	3	K00288: methylenetetrahydrofolate dehydrogenase (NADP+)
K02573	3	K02573: ferredoxin-type protein NapG
K02574	3	K02574: ferredoxin-type protein NapH
K03480	3	K03480: transcriptional antiterminator
K03626	3	K03626: nascent polypeptide-associated complex subunit alpha
K03151	3	K03151: thiamine biosynthesis protein ThiI
K03152	3	K03152: 4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis
K09738	3	K09738: hypothetical protein
K09736	3	K09736: hypothetical protein
K09735	3	K09735: hypothetical protein
K11022	3	K11022: structural toxin protein (hemagglutinin/hemolysin) RtxA
K07011	3	K07011
K05887	3	K05887: quinate/shikimate dehydrogenase
K05881	3	K05881: PTS hybrid protein
K03817	3	K03817: ribosomal-protein-serine acetyltransferase
K07244	3	K07244: mgtE-like transporter
K00952	3	K00952: nicotinamide-nucleotide adenylyltransferase
K02773	3	K02773: PTS system galactitol-specific IIA component
K01606	3	K01606: methylmalonyl-CoA decarboxylase gamma chain
K09716	3	K09716: hypothetical protein
K11045	3	K11045: cAMP factor
K06926	3	K06926
K06927	3	K06927
K06924	3	K06924
K09152	3	K09152: hypothetical protein
K09153	3	K09153: hypothetical protein
K05710	3	K05710: ferredoxin subunit of phenylpropionate dioxygenase
K05711	3	K05711: 23-dihydroxy-23-dihydrophenylpropionate dehydrogenase
K08092	3	K08092: 3-dehydro-L-gulonate 2-dehydrogenase
K08096	3	K08096: GTP cyclohydrolase IIa
K02123	3	K02123: V-type H+-transporting ATPase subunit I
K02124	3	K02124: V-type H+-transporting ATPase subunit K
K03834	3	K03834: tyrosine-specific transport protein
K13787	3	K13787
K01744	3	K01744: aspartate ammonia-lyase
K11780	3	K11780: FO synthase subunit 1
K11781	3	K11781: FO synthase subunit 2
K11784	3	K11784: de-hypoxanthine futalosine synthase
K11523	3	K11523: two-component system chemotaxis family response regulator PixH
K10780	3	K10780: enoyl-[acyl carrier protein] reductase III
K01592	3	K01592: tyrosine decarboxylase
K01622	3	K01622
K02823	3	K02823: dihydroorotate dehydrogenase electron transfer subunit
K06019	3	K06019: pyrophosphatase PpaX
K02991	3	K02991: small subunit ribosomal protein S6e
K01360	4	K01360: proprotein convertase subtilisin/kexin type 2
K01362	4	K01362
K05847	4	K05847: osmoprotectant transport system ATP-binding protein
K00507	4	K00507: stearoyl-CoA desaturase (delta-9 desaturase)
K00504	4	K00504: peptidylglycine monooxygenase
K01104	4	K01104: protein-tyrosine phosphatase
K05592	4	K05592: ATP-dependent RNA helicase DeaD
K05599	4	K05599: anthranilate 12-dioxygenase (deaminating decarboxylating) large
K02108	4	K02108: F-type H+-transporting ATPase subunit a
K02109	4	K02109: F-type H+-transporting ATPase subunit b
K03851	4	K03851: taurine-pyruvate aminotransferase
K03852	4	K03852: sulfoacetaldehyde acetyltransferase
K03855	4	K03855: ferredoxin like protein
K03856	4	K03856: 3-deoxy-7-phosphoheptulonate synthase
K13018	4	K13018
K13019	4	K13019
K13012	4	K13012
K13013	4	K13013
K13015	4	K13015
K13016	4	K13016
K13017	4	K13017
K07222	4	K07222: putative flavoprotein involved in K+ transport
K00773	4	K00773: queuine tRNA-ribosyltransferase
K00772	4	K00772: 5'-methylthioadenosine phosphorylase
K00777	4	K00777
K07177	4	K07177: PDZ domain-containing protein
K00198	4	K00198: carbon-monoxide dehydrogenase catalytic subunit
K10109	4	K10109: maltose/maltodextrin transport system permease protein
K10108	4	K10108: maltose/maltodextrin transport system substrate-binding protein
K01828	4	K01828
K01826	4	K01826: 5-carboxymethyl-2-hydroxymuconate isomerase
K01820	4	K01820
K00998	4	K00998: phosphatidylserine synthase
K00995	4	K00995: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
K00997	4	K00997: holo-[acyl-carrier protein] synthase
K00996	4	K00996: undecaprenyl-phosphate galactose phosphotransferase
K13482	4	K13482
K13481	4	K13481
K08353	4	K08353: thiosulfate reductase electron transport protein
K08351	4	K08351: biotin sulfoxide reductase
K03469	4	K03469: ribonuclease HI
K03465	4	K03465: thymidylate synthase (FAD)
K03466	4	K03466: DNA segregation ATPase FtsK/SpoIIIE S-DNA-T family
K01649	4	K01649: 2-isopropylmalate synthase
K01647	4	K01647: citrate synthase
K02591	4	K02591: nitrogenase molybdenum-iron protein beta chain
K14061	4	K14061
K14067	4	K14067
K01581	4	K01581: ornithine decarboxylase
K01589	4	K01589: phosphoribosylaminoimidazole carboxylase ATPase subunit
K03644	4	K03644: lipoic acid synthetase
K03640	4	K03640: peptidoglycan-associated lipoprotein
K03641	4	K03641: TolB protein
K03648	4	K03648: uracil-DNA glycosylase
K06960	4	K06960
K06966	4	K06966
K08997	4	K08997: hypothetical protein
K08999	4	K08999: hypothetical protein
K08998	4	K08998: hypothetical protein
K00348	4	K00348: Na+-transporting NADH:ubiquinone oxidoreductase subunit C
K00349	4	K00349: Na+-transporting NADH:ubiquinone oxidoreductase subunit D
K00340	4	K00340: NADH dehydrogenase I subunit K
K00341	4	K00341: NADH dehydrogenase I subunit L
K00343	4	K00343: NADH dehydrogenase I subunit N
K00344	4	K00344: NADPH2:quinone reductase
K00347	4	K00347: Na+-transporting NADH:ubiquinone oxidoreductase subunit B
K09117	4	K09117: hypothetical protein
K05337	4	K05337: ferredoxin
K05823	4	K05823: N-acetyldiaminopimelate deacetylase
K05824	4	K05824: homoisocitrate dehydrogenase
K02100	4	K02100: MFS transporter SP family arabinose:H+ symporter
K00525	4	K00525: ribonucleoside-diphosphate reductase alpha chain
K00526	4	K00526: ribonucleoside-diphosphate reductase beta chain
K14215	4	K14215
K00796	4	K00796: dihydropteroate synthase
K00795	4	K00795: geranyltranstransferase
K00793	4	K00793: riboflavin synthase alpha chain
K01343	4	K01343: tissue plasminogen activator
K00837	4	K00837
K00832	4	K00832: aromatic-amino-acid transaminase
K00833	4	K00833: adenosylmethionine-8-amino-7-oxononanoate aminotransferase
K00830	4	K00830: serine--pyruvate aminotransferase
K00831	4	K00831: phosphoserine aminotransferase
K01129	4	K01129: dGTPase
K01128	4	K01128
K02470	4	K02470: DNA gyrase subunit B
K02473	4	K02473: UDP-N-acetylglucosamine 4-epimerase
K02474	4	K02474: UDP-N-acetyl-D-galactosamine dehydrogenase
K13292	4	K13292
K14057	4	K14057
K12213	4	K12213: intracellular multiplication protein IcmK
K12217	4	K12217: intracellular multiplication protein IcmO
K08692	4	K08692: malate-CoA ligase
K08691	4	K08691: malyl-CoA lyase
K08697	4	K08697: carbon dioxide concentrating mechanism protein CcmL
K11749	4	K11749: regulator of sigma E protease
K13921	4	K13921
K06204	4	K06204: DnaK suppressor protein
K00759	4	K00759: adenine phosphoribosyltransferase
K00757	4	K00757: uridine phosphorylase
K00754	4	K00754
K06001	4	K06001: tryptophan synthase beta chain
K05554	4	K05554: cyclase/dehydratase
K07152	4	K07152
K07157	4	K07157
K07406	4	K07406: alpha-galactosidase
K07407	4	K07407: alpha-galactosidase
K07402	4	K07402: xanthine dehydrogenase accessory factor
K07400	4	K07400: Fe/S biogenesis protein NfuA
K01808	4	K01808: ribose 5-phosphate isomerase B
K01809	4	K01809: mannose-6-phosphate isomerase
K01802	4	K01802: peptidylprolyl isomerase
K01803	4	K01803: triosephosphate isomerase (TIM)
K01805	4	K01805: xylose isomerase
K01807	4	K01807: ribose 5-phosphate isomerase A
K01664	4	K01664: para-aminobenzoate synthetase component II
K01667	4	K01667: tryptophanase
K01661	4	K01661: naphthoate synthase
K01662	4	K01662: 1-deoxy-D-xylulose-5-phosphate synthase
K01668	4	K01668: tyrosine phenol-lyase
K02863	4	K02863: large subunit ribosomal protein L1
K02867	4	K02867: large subunit ribosomal protein L11
K02864	4	K02864: large subunit ribosomal protein L10
K05364	4	K05364: peptidoglycan glycosyltransferase
K02314	4	K02314: replicative DNA helicase
K02316	4	K02316: DNA primase
K02313	4	K02313: chromosomal replication initiator protein DnaA
K05366	4	K05366: penicillin-binding protein 1A
K07090	4	K07090
K07093	4	K07093
K07098	4	K07098
K11175	4	K11175: phosphoribosylglycinamide formyltransferase 1
K00324	4	K00324: NAD(P) transhydrogenase subunit alpha
K00325	4	K00325: NAD(P) transhydrogenase subunit beta
K05944	4	K05944
K05946	4	K05946: N-acetylglucosaminyldiphosphoundecaprenol
K06940	4	K06940
K06413	4	K06413: stage V sporulation protein K
K10808	4	K10808: ribonucleoside-diphosphate reductase subunit M2
K10807	4	K10807: ribonucleoside-diphosphate reductase subunit M1
K10805	4	K10805: acyl-CoA thioesterase II
K09134	4	K09134: hypothetical protein
K05807	4	K05807: putative lipoprotein
K05800	4	K05800: Lrp/AsnC family transcriptional regulator
K01044	4	K01044: carboxylesterase
K02062	4	K02062: thiamine transport system ATP-binding protein
K02066	4	K02066: putative ABC transport system permease protein
K01322	4	K01322: prolyl oligopeptidase
K01325	4	K01325: tissue kallikrein
K02065	4	K02065: putative ABC transport system ATP-binding protein
K02243	4	K02243: competence protein ComGA
K02674	4	K02674: type IV pilus assembly protein PilY1
K00811	4	K00811: aspartate aminotransferase
K00812	4	K00812: aspartate aminotransferase
K00817	4	K00817: histidinol-phosphate aminotransferase
K00818	4	K00818: acetylornithine aminotransferase
K00819	4	K00819: ornithine--oxo-acid transaminase
K01499	4	K01499: methenyltetrahydromethanopterin cyclohydrolase
K01498	4	K01498: diaminohydroxyphosphoribosylaminopyrimidine deaminase
K01491	4	K01491: methenyltetrahydrofolate cyclohydrolase
K01497	4	K01497: GTP cyclohydrolase II
K01496	4	K01496: phosphoribosyl-AMP cyclohydrolase
K01495	4	K01495: GTP cyclohydrolase I
